Aika,Pumppaamo,Nimi,"Lähtövirtaama
m3","Korjattu Lähtövirtaama
m3","P1 käyntiaika
min","P2 käyntiaika
min","P3 käyntiaika
min","P4 käyntiaika
min","P5 käyntiaika
min","Myyty vesimäärä
m3","Aluevirtaama
m3"
10/09/2015 13:00,JVP1020,Suutarila,618,618,0,60,0,0,,269,472
10/09/2015 14:00,JVP1020,Suutarila,582,582,0,60,0,0,,269,458
10/09/2015 15:00,JVP1020,Suutarila,561,561,0,60,0,0,,269,416
10/09/2015 16:00,JVP1020,Suutarila,556,556,0,60,0,0,,269,414
10/09/2015 17:00,JVP1020,Suutarila,550,550,0,60,0,0,,269,418
10/09/2015 18:00,JVP1020,Suutarila,562,562,0,60,0,0,,269,396
10/09/2015 19:00,JVP1020,Suutarila,598,598,0,60,0,0,,269,428
10/09/2015 20:00,JVP1020,Suutarila,700,700,0,46,26,0,,269,486
10/09/2015 21:00,JVP1020,Suutarila,823,823,18,0,30,48,,269,599
10/09/2015 22:00,JVP1020,Suutarila,762,762,40,32,0,10,,269,572
10/09/2015 23:00,JVP1020,Suutarila,698,698,0,20,52,0,,269,559
11/09/2015,JVP1020,Suutarila,569,569,0,0,2,58,,269,465
11/09/2015 01:00,JVP1020,Suutarila,439,439,6,6,0,42,,269,359
11/09/2015 02:00,JVP1020,Suutarila,262,262,0,6,20,2,,269,188
11/09/2015 03:00,JVP1020,Suutarila,302,302,16,0,0,18,,269,229
11/09/2015 04:00,JVP1020,Suutarila,224,224,0,14,8,0,,269,156
11/09/2015 05:00,JVP1020,Suutarila,188,188,0,0,6,16,,269,113
11/09/2015 06:00,JVP1020,Suutarila,282,282,14,16,0,0,,269,168
11/09/2015 07:00,JVP1020,Suutarila,346,346,10,0,24,8,,269,187
11/09/2015 08:00,JVP1020,Suutarila,539,539,60,0,0,0,,269,379
11/09/2015 09:00,JVP1020,Suutarila,574,574,60,0,0,0,,269,417
11/09/2015 10:00,JVP1020,Suutarila,608,608,60,0,0,0,,269,455
11/09/2015 11:00,JVP1020,Suutarila,682,682,50,18,0,0,,269,527
11/09/2015 12:00,JVP1020,Suutarila,582,582,0,2,58,0,,269,452
11/09/2015 13:00,JVP1020,Suutarila,610,610,0,0,60,0,,269,458
11/09/2015 14:00,JVP1020,Suutarila,608,608,0,0,60,0,,269,456
11/09/2015 15:00,JVP1020,Suutarila,604,604,0,0,60,0,,269,476
11/09/2015 16:00,JVP1020,Suutarila,582,582,0,0,60,0,,269,437
11/09/2015 17:00,JVP1020,Suutarila,578,578,0,0,60,0,,269,425
11/09/2015 18:00,JVP1020,Suutarila,574,574,0,0,60,0,,269,412
11/09/2015 19:00,JVP1020,Suutarila,584,584,0,0,60,0,,269,416
11/09/2015 20:00,JVP1020,Suutarila,656,656,0,0,40,30,,269,499
11/09/2015 21:00,JVP1020,Suutarila,671,671,42,0,0,32,,269,492
11/09/2015 22:00,JVP1020,Suutarila,681,681,28,42,0,0,,269,522
11/09/2015 23:00,JVP1020,Suutarila,608,608,0,60,0,0,,269,465
12/09/2015,JVP1020,Suutarila,538,538,0,2,58,0,,269,434
12/09/2015 01:00,JVP1020,Suutarila,396,396,16,6,18,8,,269,300
12/09/2015 02:00,JVP1020,Suutarila,282,282,4,0,0,26,,269,204
12/09/2015 03:00,JVP1020,Suutarila,282,282,14,18,0,0,,269,210
12/09/2015 04:00,JVP1020,Suutarila,264,264,10,0,16,6,,269,194
12/09/2015 05:00,JVP1020,Suutarila,180,180,0,12,6,0,,269,112
12/09/2015 06:00,JVP1020,Suutarila,218,218,0,0,8,16,,269,145
12/09/2015 07:00,JVP1020,Suutarila,208,208,14,8,0,0,,269,122
12/09/2015 08:00,JVP1020,Suutarila,230,230,0,8,18,0,,269,119
12/09/2015 09:00,JVP1020,Suutarila,440,440,16,6,18,12,,269,282
12/09/2015 10:00,JVP1020,Suutarila,568,568,60,0,0,4,,269,384
12/09/2015 11:00,JVP1020,Suutarila,582,582,60,0,0,0,,269,398
12/09/2015 12:00,JVP1020,Suutarila,689,689,2,32,38,0,,269,509
12/09/2015 13:00,JVP1020,Suutarila,672,672,0,0,32,40,,269,503
12/09/2015 14:00,JVP1020,Suutarila,676,676,56,0,0,16,,269,510
12/09/2015 15:00,JVP1020,Suutarila,620,620,60,0,0,0,,269,466
12/09/2015 16:00,JVP1020,Suutarila,606,606,60,0,0,0,,269,452
12/09/2015 17:00,JVP1020,Suutarila,582,582,60,0,0,0,,269,434
12/09/2015 18:00,JVP1020,Suutarila,574,574,60,0,0,0,,269,426
12/09/2015 19:00,JVP1020,Suutarila,578,578,60,0,0,0,,269,420
12/09/2015 20:00,JVP1020,Suutarila,597,597,60,0,0,0,,269,414
12/09/2015 21:00,JVP1020,Suutarila,678,678,30,42,0,0,,269,504
12/09/2015 22:00,JVP1020,Suutarila,618,618,0,60,0,0,,269,465
12/09/2015 23:00,JVP1020,Suutarila,588,588,0,60,0,0,,269,457
13/09/2015,JVP1020,Suutarila,454,454,18,0,26,8,,269,357
13/09/2015 01:00,JVP1020,Suutarila,342,342,14,8,14,8,,269,258
13/09/2015 02:00,JVP1020,Suutarila,348,348,0,6,12,24,,269,264
13/09/2015 03:00,JVP1020,Suutarila,276,276,16,12,0,0,,269,208
13/09/2015 04:00,JVP1020,Suutarila,166,166,0,4,14,0,,269,101
13/09/2015 05:00,JVP1020,Suutarila,268,268,14,0,0,16,,269,197
13/09/2015 06:00,JVP1020,Suutarila,126,126,0,12,0,0,,269,58
13/09/2015 07:00,JVP1020,Suutarila,262,262,0,0,14,16,,269,182
13/09/2015 08:00,JVP1020,Suutarila,227,227,6,10,12,0,,269,121
13/09/2015 09:00,JVP1020,Suutarila,288,288,0,0,6,28,,269,162
13/09/2015 10:00,JVP1020,Suutarila,505,505,6,14,8,32,,269,329
13/09/2015 11:00,JVP1020,Suutarila,531,531,0,0,0,60,,269,351
13/09/2015 12:00,JVP1020,Suutarila,671,671,18,50,0,0,,269,495
13/09/2015 13:00,JVP1020,Suutarila,642,642,0,60,0,0,,269,476
13/09/2015 14:00,JVP1020,Suutarila,646,646,0,60,0,0,,269,480
13/09/2015 15:00,JVP1020,Suutarila,630,630,0,60,0,0,,269,470
13/09/2015 16:00,JVP1020,Suutarila,598,598,0,60,0,0,,269,448
13/09/2015 17:00,JVP1020,Suutarila,570,570,0,60,0,0,,269,414
13/09/2015 18:00,JVP1020,Suutarila,560,560,0,60,0,0,,269,396
13/09/2015 19:00,JVP1020,Suutarila,582,582,0,60,0,0,,269,391
13/09/2015 20:00,JVP1020,Suutarila,718,718,0,52,22,0,,269,506
13/09/2015 21:00,JVP1020,Suutarila,805,805,14,0,32,48,,269,581
13/09/2015 22:00,JVP1020,Suutarila,749,749,46,26,0,10,,269,571
13/09/2015 23:00,JVP1020,Suutarila,630,630,0,60,0,0,,269,495
14/09/2015,JVP1020,Suutarila,564,564,0,2,58,0,,269,473
14/09/2015 01:00,JVP1020,Suutarila,364,364,16,6,16,8,,269,289
14/09/2015 02:00,JVP1020,Suutarila,264,264,6,0,0,22,,269,188
14/09/2015 03:00,JVP1020,Suutarila,220,220,10,16,0,0,,269,154
14/09/2015 04:00,JVP1020,Suutarila,240,240,0,0,14,14,,269,170
14/09/2015 05:00,JVP1020,Suutarila,152,152,12,0,0,4,,269,81
14/09/2015 06:00,JVP1020,Suutarila,266,266,0,12,14,0,,269,159
14/09/2015 07:00,JVP1020,Suutarila,264,264,0,0,2,30,,269,111
14/09/2015 08:00,JVP1020,Suutarila,544,544,8,22,10,26,,269,374
14/09/2015 09:00,JVP1020,Suutarila,546,546,0,0,0,60,,269,382
14/09/2015 10:00,JVP1020,Suutarila,644,644,50,0,0,22,,269,493
14/09/2015 11:00,JVP1020,Suutarila,584,584,60,0,0,0,,269,428
14/09/2015 12:00,JVP1020,Suutarila,596,596,2,58,0,0,,269,471
14/09/2015 13:00,JVP1020,Suutarila,596,596,0,60,0,0,,269,456
14/09/2015 14:00,JVP1020,Suutarila,570,570,0,60,0,0,,269,434
14/09/2015 15:00,JVP1020,Suutarila,544,544,0,60,0,0,,269,420
14/09/2015 16:00,JVP1020,Suutarila,532,532,0,60,0,0,,269,381
14/09/2015 17:00,JVP1020,Suutarila,530,530,0,60,0,0,,269,377
14/09/2015 18:00,JVP1020,Suutarila,558,558,0,60,0,0,,269,401
14/09/2015 19:00,JVP1020,Suutarila,578,578,0,60,0,0,,269,414
14/09/2015 20:00,JVP1020,Suutarila,701,701,0,56,16,0,,269,493
14/09/2015 21:00,JVP1020,Suutarila,744,744,8,0,38,38,,269,533
14/09/2015 22:00,JVP1020,Suutarila,785,785,52,20,0,16,,269,611
14/09/2015 23:00,JVP1020,Suutarila,624,624,0,60,0,0,,269,492
15/09/2015,JVP1020,Suutarila,576,576,0,2,58,0,,269,489
15/09/2015 01:00,JVP1020,Suutarila,384,384,14,6,18,8,,269,305
15/09/2015 02:00,JVP1020,Suutarila,240,240,4,0,0,24,,269,168
15/09/2015 03:00,JVP1020,Suutarila,254,254,12,14,0,0,,269,185
15/09/2015 04:00,JVP1020,Suutarila,222,222,0,0,16,10,,269,156
15/09/2015 05:00,JVP1020,Suutarila,170,170,14,0,0,6,,269,100
15/09/2015 06:00,JVP1020,Suutarila,238,238,0,14,10,0,,269,144
15/09/2015 07:00,JVP1020,Suutarila,346,346,12,8,18,6,,269,177
15/09/2015 08:00,JVP1020,Suutarila,498,498,46,0,2,10,,269,332
15/09/2015 09:00,JVP1020,Suutarila,568,568,60,0,0,0,,269,409
15/09/2015 10:00,JVP1020,Suutarila,601,601,60,0,0,0,,269,459
15/09/2015 11:00,JVP1020,Suutarila,607,607,60,0,0,0,,269,463
15/09/2015 12:00,JVP1020,Suutarila,600,600,2,58,0,0,,269,453
15/09/2015 13:00,JVP1020,Suutarila,592,592,0,60,0,0,,269,471
15/09/2015 14:00,JVP1020,Suutarila,578,578,0,60,0,0,,269,437
15/09/2015 15:00,JVP1020,Suutarila,552,552,0,60,0,0,,269,429
15/09/2015 16:00,JVP1020,Suutarila,538,538,0,60,0,0,,269,405
15/09/2015 17:00,JVP1020,Suutarila,546,546,0,60,0,0,,269,396
15/09/2015 18:00,JVP1020,Suutarila,574,574,0,60,0,0,,269,403
15/09/2015 19:00,JVP1020,Suutarila,716,716,0,36,38,2,,269,507
15/09/2015 20:00,JVP1020,Suutarila,887,887,30,0,16,60,,269,664
15/09/2015 21:00,JVP1020,Suutarila,812,812,44,36,0,10,,269,589
15/09/2015 22:00,JVP1020,Suutarila,863,863,0,22,60,18,,269,670
15/09/2015 23:00,JVP1020,Suutarila,671,671,44,0,0,32,,269,536
16/09/2015,JVP1020,Suutarila,578,578,0,58,0,0,,269,463
16/09/2015 01:00,JVP1020,Suutarila,361,361,8,10,8,20,,269,283
16/09/2015 02:00,JVP1020,Suutarila,318,318,16,18,0,0,,269,243
16/09/2015 03:00,JVP1020,Suutarila,294,294,0,0,16,16,,269,224
16/09/2015 04:00,JVP1020,Suutarila,152,152,14,0,0,2,,269,83
16/09/2015 05:00,JVP1020,Suutarila,260,260,0,14,14,0,,269,189
16/09/2015 06:00,JVP1020,Suutarila,198,198,4,0,0,18,,269,102
16/09/2015 07:00,JVP1020,Suutarila,382,382,20,6,14,6,,269,213
16/09/2015 08:00,JVP1020,Suutarila,540,540,20,8,30,2,,269,369
16/09/2015 09:00,JVP1020,Suutarila,580,580,0,0,60,0,,269,421
16/09/2015 10:00,JVP1020,Suutarila,607,607,0,0,60,0,,269,461
16/09/2015 11:00,JVP1020,Suutarila,624,624,0,0,60,0,,269,478
16/09/2015 12:00,JVP1020,Suutarila,664,664,54,0,2,16,,269,25444
16/09/2015 13:00,JVP1020,Suutarila,665,665,20,50,0,0,,269,519
16/09/2015 14:00,JVP1020,Suutarila,592,592,0,60,0,0,,269,455
16/09/2015 15:00,JVP1020,Suutarila,574,574,0,60,0,0,,269,450
16/09/2015 16:00,JVP1020,Suutarila,554,554,0,60,0,0,,269,405
16/09/2015 17:00,JVP1020,Suutarila,562,562,0,60,0,0,,269,415
16/09/2015 18:00,JVP1020,Suutarila,578,578,0,60,0,0,,269,408
16/09/2015 19:00,JVP1020,Suutarila,608,608,0,60,0,0,,269,452
16/09/2015 20:00,JVP1020,Suutarila,706,706,0,30,42,0,,269,484
16/09/2015 21:00,JVP1020,Suutarila,832,832,28,0,18,54,,269,628
16/09/2015 22:00,JVP1020,Suutarila,760,760,28,48,4,0,,269,571
16/09/2015 23:00,JVP1020,Suutarila,660,660,0,6,62,0,,269,522
17/09/2015,JVP1020,Suutarila,555,555,0,0,0,60,,269,465
17/09/2015 01:00,JVP1020,Suutarila,392,392,4,0,0,44,,269,314
17/09/2015 02:00,JVP1020,Suutarila,360,360,18,18,0,0,,269,285
17/09/2015 03:00,JVP1020,Suutarila,274,274,10,0,18,6,,269,206
17/09/2015 04:00,JVP1020,Suutarila,152,152,0,14,2,0,,269,85
17/09/2015 05:00,JVP1020,Suutarila,252,252,0,0,12,16,,269,179
17/09/2015 06:00,JVP1020,Suutarila,202,202,16,8,0,0,,269,84
17/09/2015 07:00,JVP1020,Suutarila,369,369,6,16,6,16,,269,215
17/09/2015 08:00,JVP1020,Suutarila,502,502,0,12,10,36,,269,329
17/09/2015 09:00,JVP1020,Suutarila,624,624,18,0,0,56,,269,485
17/09/2015 10:00,JVP1020,Suutarila,570,570,60,0,0,0,,269,430
17/09/2015 11:00,JVP1020,Suutarila,584,584,60,0,0,0,,269,436
17/09/2015 12:00,JVP1020,Suutarila,592,592,2,60,0,0,,269,443
17/09/2015 13:00,JVP1020,Suutarila,587,587,0,60,0,0,,269,463
17/09/2015 14:00,JVP1020,Suutarila,578,578,0,60,0,0,,269,445
17/09/2015 15:00,JVP1020,Suutarila,556,556,0,60,0,0,,269,422
17/09/2015 16:00,JVP1020,Suutarila,548,548,0,60,0,0,,269,417
17/09/2015 17:00,JVP1020,Suutarila,552,552,0,60,0,0,,269,396
17/09/2015 18:00,JVP1020,Suutarila,556,556,0,60,0,0,,269,400
17/09/2015 19:00,JVP1020,Suutarila,584,584,0,60,0,0,,269,412
17/09/2015 20:00,JVP1020,Suutarila,688,688,0,42,30,0,,269,493
17/09/2015 21:00,JVP1020,Suutarila,746,746,8,0,32,42,,269,549
17/09/2015 22:00,JVP1020,Suutarila,758,758,50,22,0,12,,269,582
17/09/2015 23:00,JVP1020,Suutarila,624,624,0,60,0,0,,269,485
18/09/2015,JVP1020,Suutarila,578,578,0,2,58,0,,269,487
18/09/2015 01:00,JVP1020,Suutarila,378,378,16,8,14,8,,269,300
18/09/2015 02:00,JVP1020,Suutarila,315,315,12,16,0,8,,269,237
18/09/2015 03:00,JVP1020,Suutarila,220,220,0,0,16,8,,269,155
18/09/2015 04:00,JVP1020,Suutarila,222,222,16,0,0,10,,269,155
18/09/2015 05:00,JVP1020,Suutarila,222,222,0,14,10,0,,269,153
18/09/2015 06:00,JVP1020,Suutarila,158,158,8,2,4,6,,269,63
18/09/2015 07:00,JVP1020,Suutarila,344,344,0,14,22,0,,269,207
18/09/2015 08:00,JVP1020,Suutarila,490,490,22,8,20,8,,269,332
18/09/2015 09:00,JVP1020,Suutarila,536,536,0,0,60,0,,269,382
18/09/2015 10:00,JVP1020,Suutarila,576,576,0,0,60,0,,269,431
18/09/2015 11:00,JVP1020,Suutarila,704,704,0,0,60,16,,269,536
18/09/2015 12:00,JVP1020,Suutarila,712,712,34,40,2,0,,269,549
18/09/2015 13:00,JVP1020,Suutarila,785,785,0,16,58,14,,269,607
18/09/2015 14:00,JVP1020,Suutarila,665,665,38,0,4,38,,269,504
18/09/2015 15:00,JVP1020,Suutarila,668,668,32,38,0,0,,269,512
18/09/2015 16:00,JVP1020,Suutarila,612,612,0,60,0,0,,269,449
18/09/2015 17:00,JVP1020,Suutarila,618,618,0,60,0,0,,269,452
18/09/2015 18:00,JVP1020,Suutarila,634,634,0,60,0,0,,269,464
18/09/2015 19:00,JVP1020,Suutarila,650,650,0,60,0,0,,269,473
18/09/2015 20:00,JVP1020,Suutarila,700,700,0,24,48,0,,269,512
18/09/2015 21:00,JVP1020,Suutarila,747,747,14,0,24,50,,269,581
18/09/2015 22:00,JVP1020,Suutarila,663,663,56,14,0,2,,269,491
18/09/2015 23:00,JVP1020,Suutarila,590,590,0,60,0,0,,269,458
19/09/2015,JVP1020,Suutarila,552,552,0,2,58,0,,269,447
19/09/2015 01:00,JVP1020,Suutarila,432,432,22,6,16,8,,269,326
19/09/2015 02:00,JVP1020,Suutarila,344,344,14,6,16,8,,269,263
19/09/2015 03:00,JVP1020,Suutarila,246,246,4,0,0,24,,269,174
19/09/2015 04:00,JVP1020,Suutarila,254,254,12,16,0,0,,269,187
19/09/2015 05:00,JVP1020,Suutarila,260,260,0,0,14,14,,269,188
19/09/2015 06:00,JVP1020,Suutarila,164,164,16,0,0,4,,269,86
19/09/2015 07:00,JVP1020,Suutarila,282,282,0,14,16,0,,269,202
19/09/2015 08:00,JVP1020,Suutarila,242,242,4,0,0,24,,269,122
19/09/2015 09:00,JVP1020,Suutarila,430,430,20,8,22,0,,269,288
19/09/2015 10:00,JVP1020,Suutarila,552,552,56,0,0,8,,269,371
19/09/2015 11:00,JVP1020,Suutarila,577,577,60,0,0,0,,269,381
19/09/2015 12:00,JVP1020,Suutarila,753,753,2,14,60,12,,269,582
19/09/2015 13:00,JVP1020,Suutarila,674,674,34,0,2,42,,269,501
19/09/2015 14:00,JVP1020,Suutarila,674,674,28,44,0,0,,269,518
19/09/2015 15:00,JVP1020,Suutarila,628,628,0,60,0,0,,269,483
19/09/2015 16:00,JVP1020,Suutarila,630,630,0,60,0,0,,269,471
19/09/2015 17:00,JVP1020,Suutarila,612,612,0,60,0,0,,269,460
19/09/2015 18:00,JVP1020,Suutarila,596,596,0,60,0,0,,269,441
19/09/2015 19:00,JVP1020,Suutarila,604,604,0,60,0,0,,269,432
19/09/2015 20:00,JVP1020,Suutarila,701,701,0,60,12,0,,269,513
19/09/2015 21:00,JVP1020,Suutarila,675,675,0,0,60,10,,269,495
19/09/2015 22:00,JVP1020,Suutarila,655,655,30,0,2,44,,269,489
19/09/2015 23:00,JVP1020,Suutarila,568,568,60,0,0,0,,269,431
20/09/2015,JVP1020,Suutarila,510,510,2,54,0,0,,269,402
20/09/2015 01:00,JVP1020,Suutarila,441,441,6,14,8,26,,269,344
20/09/2015 02:00,JVP1020,Suutarila,323,323,18,0,6,16,,269,246
20/09/2015 03:00,JVP1020,Suutarila,230,230,4,18,4,0,,269,158
20/09/2015 04:00,JVP1020,Suutarila,278,278,0,0,14,18,,269,203
20/09/2015 05:00,JVP1020,Suutarila,228,228,14,10,0,0,,269,159
20/09/2015 06:00,JVP1020,Suutarila,174,174,0,4,14,0,,269,103
20/09/2015 07:00,JVP1020,Suutarila,259,259,6,10,0,18,,269,181
20/09/2015 08:00,JVP1020,Suutarila,200,200,0,0,16,6,,269,105
20/09/2015 09:00,JVP1020,Suutarila,392,392,24,0,0,20,,269,257
20/09/2015 10:00,JVP1020,Suutarila,454,454,18,6,22,10,,269,287
20/09/2015 11:00,JVP1020,Suutarila,552,552,60,0,0,0,,269,356
20/09/2015 12:00,JVP1020,Suutarila,688,688,2,38,32,0,,269,504
20/09/2015 13:00,JVP1020,Suutarila,702,702,4,0,34,40,,269,521
20/09/2015 14:00,JVP1020,Suutarila,723,723,60,10,0,12,,269,548
20/09/2015 15:00,JVP1020,Suutarila,615,615,2,60,0,0,,269,450
20/09/2015 16:00,JVP1020,Suutarila,628,628,0,60,0,0,,269,475
20/09/2015 17:00,JVP1020,Suutarila,608,608,0,60,0,0,,269,444
20/09/2015 18:00,JVP1020,Suutarila,596,596,0,60,0,0,,269,434
20/09/2015 19:00,JVP1020,Suutarila,606,606,0,60,0,0,,269,421
20/09/2015 20:00,JVP1020,Suutarila,728,728,0,24,50,6,,269,506
20/09/2015 21:00,JVP1020,Suutarila,850,850,32,0,14,60,,269,639
20/09/2015 22:00,JVP1020,Suutarila,716,716,34,44,0,0,,269,537
20/09/2015 23:00,JVP1020,Suutarila,686,686,0,12,60,0,,269,550
21/09/2015,JVP1020,Suutarila,518,518,0,0,2,58,,269,417
21/09/2015 01:00,JVP1020,Suutarila,371,371,2,0,0,44,,269,279
21/09/2015 02:00,JVP1020,Suutarila,353,353,20,18,0,0,,269,279
21/09/2015 03:00,JVP1020,Suutarila,246,246,0,0,16,12,,269,175
21/09/2015 04:00,JVP1020,Suutarila,192,192,14,0,0,8,,269,126
21/09/2015 05:00,JVP1020,Suutarila,254,254,0,14,14,0,,269,176
21/09/2015 06:00,JVP1020,Suutarila,160,160,0,0,0,18,,269,66
21/09/2015 07:00,JVP1020,Suutarila,350,350,20,8,14,0,,269,190
21/09/2015 08:00,JVP1020,Suutarila,572,572,58,0,0,10,,269,403
21/09/2015 09:00,JVP1020,Suutarila,564,564,60,0,0,0,,269,407
21/09/2015 10:00,JVP1020,Suutarila,592,592,60,0,0,0,,269,453
21/09/2015 11:00,JVP1020,Suutarila,595,595,60,0,0,0,,269,449
21/09/2015 12:00,JVP1020,Suutarila,596,596,2,58,0,0,,269,438
21/09/2015 13:00,JVP1020,Suutarila,594,594,0,60,0,0,,269,464
21/09/2015 14:00,JVP1020,Suutarila,582,582,0,60,0,0,,269,450
21/09/2015 15:00,JVP1020,Suutarila,568,568,0,60,0,0,,269,427
21/09/2015 16:00,JVP1020,Suutarila,572,572,0,60,0,0,,269,447
21/09/2015 17:00,JVP1020,Suutarila,560,560,0,60,0,0,,269,402
21/09/2015 18:00,JVP1020,Suutarila,572,572,0,60,0,0,,269,407
21/09/2015 19:00,JVP1020,Suutarila,600,600,0,60,0,0,,269,424
21/09/2015 20:00,JVP1020,Suutarila,723,723,0,18,56,6,,269,520
21/09/2015 21:00,JVP1020,Suutarila,813,813,32,0,10,56,,269,597
21/09/2015 22:00,JVP1020,Suutarila,741,741,32,46,4,0,,269,550
21/09/2015 23:00,JVP1020,Suutarila,670,670,0,10,60,0,,269,538
22/09/2015,JVP1020,Suutarila,546,546,0,0,2,58,,269,428
22/09/2015 01:00,JVP1020,Suutarila,422,422,0,0,0,52,,269,343
22/09/2015 02:00,JVP1020,Suutarila,362,362,24,16,0,0,,269,284
22/09/2015 03:00,JVP1020,Suutarila,196,196,0,2,16,4,,269,129
22/09/2015 04:00,JVP1020,Suutarila,270,270,14,0,0,16,,269,200
22/09/2015 05:00,JVP1020,Suutarila,174,174,0,14,6,0,,269,97
22/09/2015 06:00,JVP1020,Suutarila,264,264,0,0,10,22,,269,172
22/09/2015 07:00,JVP1020,Suutarila,379,379,22,8,12,0,,269,212
22/09/2015 08:00,JVP1020,Suutarila,501,501,46,0,4,10,,269,330
22/09/2015 09:00,JVP1020,Suutarila,563,563,60,0,0,0,,269,398
22/09/2015 10:00,JVP1020,Suutarila,594,594,60,0,0,0,,269,446
22/09/2015 11:00,JVP1020,Suutarila,657,657,24,48,0,0,,269,527
22/09/2015 12:00,JVP1020,Suutarila,596,596,0,2,58,0,,269,435
22/09/2015 13:00,JVP1020,Suutarila,594,594,0,0,60,0,,269,444
22/09/2015 14:00,JVP1020,Suutarila,580,580,0,0,60,0,,269,456
22/09/2015 15:00,JVP1020,Suutarila,564,564,0,0,60,0,,269,427
22/09/2015 16:00,JVP1020,Suutarila,562,562,0,0,60,0,,269,415
22/09/2015 17:00,JVP1020,Suutarila,554,554,0,0,60,0,,269,405
22/09/2015 18:00,JVP1020,Suutarila,568,568,0,0,60,0,,269,404
22/09/2015 19:00,JVP1020,Suutarila,608,608,0,0,60,0,,269,432
22/09/2015 20:00,JVP1020,Suutarila,798,798,26,0,16,58,,269,572
22/09/2015 21:00,JVP1020,Suutarila,754,754,38,42,4,0,,269,527
22/09/2015 22:00,JVP1020,Suutarila,835,835,0,18,60,20,,269,647
22/09/2015 23:00,JVP1020,Suutarila,673,673,44,0,0,36,,269,532
23/09/2015,JVP1020,Suutarila,582,582,2,58,0,0,,269,481
23/09/2015 01:00,JVP1020,Suutarila,374,374,0,18,8,20,,269,294
23/09/2015 02:00,JVP1020,Suutarila,366,366,22,18,0,0,,269,292
23/09/2015 03:00,JVP1020,Suutarila,186,186,0,0,16,4,,269,118
23/09/2015 04:00,JVP1020,Suutarila,240,240,4,10,0,16,,269,171
23/09/2015 05:00,JVP1020,Suutarila,196,196,0,0,14,8,,269,123
23/09/2015 06:00,JVP1020,Suutarila,214,214,16,0,0,8,,269,107
23/09/2015 07:00,JVP1020,Suutarila,392,392,0,20,6,20,,269,239
23/09/2015 08:00,JVP1020,Suutarila,486,486,0,0,0,60,,269,322
23/09/2015 09:00,JVP1020,Suutarila,628,628,38,0,0,36,,269,470
23/09/2015 10:00,JVP1020,Suutarila,585,585,60,0,0,0,,269,433
23/09/2015 11:00,JVP1020,Suutarila,641,641,22,50,0,0,,269,491
23/09/2015 12:00,JVP1020,Suutarila,576,576,0,2,60,0,,269,444
23/09/2015 13:00,JVP1020,Suutarila,586,586,0,0,60,0,,269,443
23/09/2015 14:00,JVP1020,Suutarila,576,576,0,0,60,0,,269,439
23/09/2015 15:00,JVP1020,Suutarila,554,554,0,0,60,0,,269,426
23/09/2015 16:00,JVP1020,Suutarila,538,538,0,0,60,0,,269,395
23/09/2015 17:00,JVP1020,Suutarila,542,542,0,0,60,0,,269,386
23/09/2015 18:00,JVP1020,Suutarila,566,566,0,0,60,0,,269,413
23/09/2015 19:00,JVP1020,Suutarila,590,590,0,0,60,0,,269,419
23/09/2015 20:00,JVP1020,Suutarila,735,735,10,0,30,46,,269,506
23/09/2015 21:00,JVP1020,Suutarila,811,811,56,24,0,18,,269,590
23/09/2015 22:00,JVP1020,Suutarila,733,733,0,34,46,0,,269,555
23/09/2015 23:00,JVP1020,Suutarila,732,732,22,0,14,54,,269,585
24/09/2015,JVP1020,Suutarila,542,542,2,60,0,0,,269,455
24/09/2015 01:00,JVP1020,Suutarila,337,337,4,10,8,20,,269,256
24/09/2015 02:00,JVP1020,Suutarila,330,330,18,18,0,0,,269,260
24/09/2015 03:00,JVP1020,Suutarila,250,250,0,0,16,12,,269,179
24/09/2015 04:00,JVP1020,Suutarila,184,184,14,0,0,6,,269,118
24/09/2015 05:00,JVP1020,Suutarila,212,212,0,14,10,0,,269,138
24/09/2015 06:00,JVP1020,Suutarila,200,200,0,0,4,20,,269,91
24/09/2015 07:00,JVP1020,Suutarila,364,364,20,8,16,0,,269,213
24/09/2015 08:00,JVP1020,Suutarila,517,517,52,0,0,8,,269,346
24/09/2015 09:00,JVP1020,Suutarila,556,556,60,0,0,0,,269,399
24/09/2015 10:00,JVP1020,Suutarila,576,576,60,0,0,0,,269,429
24/09/2015 11:00,JVP1020,Suutarila,592,592,60,0,0,0,,269,458
24/09/2015 12:00,JVP1020,Suutarila,599,599,2,58,0,0,,269,465
24/09/2015 13:00,JVP1020,Suutarila,592,592,0,60,0,0,,269,449
24/09/2015 14:00,JVP1020,Suutarila,577,577,0,60,0,0,,269,453
24/09/2015 15:00,JVP1020,Suutarila,567,567,0,60,0,0,,269,434
24/09/2015 16:00,JVP1020,Suutarila,559,559,0,60,0,0,,269,415
24/09/2015 17:00,JVP1020,Suutarila,553,553,0,60,0,0,,269,394
24/09/2015 18:00,JVP1020,Suutarila,566,566,0,60,0,1,,269,409
24/09/2015 19:00,JVP1020,Suutarila,601,601,0,60,0,0,,269,417
24/09/2015 20:00,JVP1020,Suutarila,712,712,0,60,0,0,,269,499
24/09/2015 21:00,JVP1020,Suutarila,772,772,0,60,0,0,,269,581
24/09/2015 22:00,JVP1020,Suutarila,758,758,0,60,0,0,,269,581
24/09/2015 23:00,JVP1020,Suutarila,659,659,0,60,0,0,,269,510
25/09/2015,JVP1020,Suutarila,575,575,0,2,58,0,,269,491
